prompt_id;prompt;response_id;user;response;data_type;check_responseid;check_user;check_response;check_type
2065; Kata yang digunakan untuk menyebut masa pendarahan. ;3127;249;mentruasi;1;3130;209;halangen;DAILY CHECK
2069; Kata yang digunakan untuk menyebut darah yang keluar dari rahim wanita. ;3120;209;halangen;1;3176;214;halangan;DAILY CHECK
2069; Kata yang digunakan untuk menyebut darah yang keluar dari rahim wanita. ;3120;209;halangen;1;3222;249;halangan;DAILY CHECK
2071; Kata yang digunakan untuk menyebut darah yang keluar dari rahim wanita. ;3124;249;dakho;1;3129;209;daro;DAILY CHECK
2104; Kata yang digunakan untuk menyebut bernapas dengan cepat. ;3151;214;termengep-mengep;1;3256;249;termengap mengap;DAILY CHECK
2105; Kata yang digunakan untuk menyebut bernapas dengan cepat. ;3131;214;termegep-megep;1;3252;249;termegep megap;DAILY CHECK
2106; Kata yang digunakan untuk menyebut bernapas dengan cepat atau sulit setelah berlari atau bekerja keras. ;3140;214;tengah2;1;3244;249;tengah tengah;DAILY CHECK
2108; Kata yang digunakan untuk menyebut bernapas dengan sulit. ;3156;214;sesak napas;1;3255;249;sesak napas;DAILY CHECK
2109; Kata yang digunakan untuk menyebut bernapas dengan sulit. ;3152;214;tersengol-sengol;1;3232;249;tersenggol senggol;DAILY CHECK
2110; Kata yang digunakan untuk menyebut kembali bernapas dengan normal setelah berlari atau bekerja keras. ;3155;214;nakhik napad;1;3243;249;tarik napas;DAILY CHECK
2111; Kata yang digunakan untuk menyebut menahan napas. ;3141;214;manahan napas ;1;3251;249;menahan napas;DAILY CHECK
2112; Kata yang digunakan untuk menyebut keadaan tidak bisa bernapas. ;3132;214;malot nemu menapas;1;3221;249;tidak bisa  bernapas;DAILY CHECK
2113; Kata yang digunakan untuk menyebut keadaan tidak bisa bernapas. ;3134;214;tercekek;1;3257;249;tersempit;DAILY CHECK
2114; Kata yang digunakan untuk menyebut keadaan tidak bisa bernapas. ;3139;214;lemes;1;3237;249;lemas;DAILY CHECK
2116; Kata yang digunakan untuk menyebut berhenti bernapas. ;3148;214;malet menapaz;1;3259;209;malet  menapas;DAILY CHECK
2117; Kata yang digunakan untuk menyebut membunuh seseorang dengan cara menahan napasnya. ;3144;214;mepecok;1;3250;249;mepecak;DAILY CHECK
2118; Kata yang digunakan untuk menyebut membunuh seseorang dengan cara menahan napasnya. ;3142;214;membekep;1;3239;249;membakep;DAILY CHECK
2122; Kata yang digunakan untuk menyebut bersin. ;3149;214;bersin;1;3220;249;bersin;DAILY CHECK
2164; Kata yang digunakan untuk menyebut darah. ;3191;249;darah;1;3337;214;darah;DAILY CHECK
2165; Kata yang digunakan untuk menyebut darah. ;3205;249;tetesen dakhoh;1;3331;214;tetesan darah;DAILY CHECK
2167; Kata yang digunakan untuk menyebut darah yang mengering. ;3186;169;dakhoh beku;1;3276;249;darah beku;DAILY CHECK
2169; Kata yang menjelaskan sifat sesuatu yang mengandung darah. ;3184;169;medakhoh;1;3286;249;berdarah;DAILY CHECK
2170; Kata yang menjelaskan sifat sesuatu yang mengandung darah. ;3200;249;melumukhen dakhoh;1;3326;214;berlumuran darah;DAILY CHECK
2172; Kata yang digunakan untuk menyebut banyak darah. ;3207;249;genangen dakhoh;1;3332;214;genangan darah;DAILY CHECK
2174; Kata yang digunakan untuk menyebut perbuatan memberikan darah kepada orang lain. ;3203;249;memindahken dakhoh;1;3328;214;memindahkan darah;DAILY CHECK
2175; Kata yang digunakan untuk menyebut perbuatan memberikan darah kepada orang lain. ;3206;249;tranfuksi dakhoh;1;3637;171;tranfusi darah;DAILY CHECK
2176; Kata yang digunakan untuk menyebut golongan darah yang orang miliki. ;3185;169;golongan dakhoh;1;3278;249;golongan darah;DAILY CHECK
2178;Kata yang digunakan untuk menyebut berkeringat. ;3210;249;mepuluh;1;3341;214;berpuluh;DAILY CHECK
2180; Kata yang digunakan untuk menyebut keringat. ;3224;209;kekhingat;1;3277;249;berkeringat;DAILY CHECK
2184; Apa yang terjadi pada keringat. ;3190;249;kering;1;3329;214;kering;DAILY CHECK
2185; Apa yang orang lakukan terhadap keringatnya. ;3195;249;khidi;1;3333;214;mandi;DAILY CHECK
2186; Apa yang orang lakukan terhadap keringatnya. ;3226;209;pakek farpum;1;3279;249;pakai parpum;DAILY CHECK
2189; Kata yang menjelaskan keadaan seseorang yang sedang berkeringat. ;3240;209;mukupen;1;3283;249;keringatan;DAILY CHECK
2190; Kata yang menjelaskan keadaan seseorang yang sedang berkeringat. ;3267;209;mepeluh;1;3274;249;berpuluh;DAILY CHECK
2191; Kata yang menjelaskan keadaan seseorang yang sedang berkeringat. ;3204;249;bosok khug mukup pelukh;1;3338;214;basah dan gerah ;DAILY CHECK
2192; Kata yang menjelaskan sifat bau keringat. ;3235;209;mbau peluh;1;3281;249;bahu peluh;DAILY CHECK
2193; Kata yang menjelaskan sifat bau keringat. ;3272;209;mbau;1;3285;249;bau;DAILY CHECK
2193; Kata yang menjelaskan sifat bau keringat. ;3272;209;mbau;1;3339;214;bau;DAILY CHECK
2193; Kata yang menjelaskan sifat bau keringat. ;3272;209;mbau;1;3429;171;bau;DAILY CHECK
2194; Kata yang menjelaskan sifat bau keringat. ;3242;209;mbau macik;1;3284;249;bau bangkai;DAILY CHECK
2195; Kata yang menjelaskan sifat bau keringat. ;3249;209;mbau badan;1;3291;249;bau badan;DAILY CHECK
2197; Kata yang menjelaskan sifat bau keringat. ;3216;249;mbau jeme tue;1;3327;214;bau orang tua;DAILY CHECK
2198; Kata yang menjelaskan sifat bau keringat. ;3231;209;mbau kalak si malet penah khidi;1;3275;249;bau orang yang tidam pernag mandi;DAILY CHECK
2201;Kata yang digunakan untuk menyebut membuang air kecil. ;3228;209;lawe cut;1;3290;249;air kecil;DAILY CHECK
2204; Kata yang digunakan untuk menyebut air kencing. ;3225;209;lawe yoh;1;3292;249;air kencing;DAILY CHECK
2209; Di mana tempat orang biasanya membuang air kecil. ;3271;209;lawe bau;1;3289;249;air bau;DAILY CHECK
2209; Di mana tempat orang biasanya membuang air kecil. ;3271;209;lawe bau;1;3334;214;air bau;DAILY CHECK
2209; Di mana tempat orang biasanya membuang air kecil. ;3271;209;lawe bau;1;3463;171;air berbau;DAILY CHECK
2211; Di mana tempat orang biasanya membuang air kecil. ;3268;209;kamar mandi;1;3280;249;kamar mandi;DAILY CHECK
2213; Apa yang dilakukan oleh ginjal dan kandung kemih. ;3264;209;simpan lawe nyoh;1;3288;249;simpan air kencing;DAILY CHECK
2213; Apa yang dilakukan oleh ginjal dan kandung kemih. ;3264;209;simpan lawe nyoh;1;3325;214;simpan air kencing;DAILY CHECK
2213; Apa yang dilakukan oleh ginjal dan kandung kemih. ;3264;209;simpan lawe nyoh;1;3431;171;simpan air mencing;DAILY CHECK
2214; Kata yang digunakan untuk menyebut batu ginjal. ;3273;209;batu ginjal;1;3282;249;batu ginjal;DAILY CHECK
2221;Kata yang digunakan untuk menyebut membuang air besar. ;3306;249;capaken cemak;1;3533;214;membuang kotoran;DAILY CHECK
2223; Kata yang digunakan untuk menyebut tinja//tahi. ;3295;249;pupuk tai tai binatang pelakhe;1;3527;214;pupuk kotoran kotoran hewan peliharaan;DAILY CHECK
2224; Kata yang digunakan untuk menyebut tinja//tahi. ;3320;249;ekresasi;1;3522;214;ekresi;DAILY CHECK
2225; Kata yang digunakan untuk menyebut tinja//tahi. ;3299;249;najis;1;3557;214;najis;DAILY CHECK
2226; Kata yang digunakan untuk menyebut tinja//tahi. ;3321;249;cemak;1;3544;214;kontor;DAILY CHECK
2228; Kata yang digunakan untuk menyebut tinja//tahi yang cair. ;3293;249;cerewet;1;3521;214;cekhewet;DAILY CHECK
2228; Kata yang digunakan untuk menyebut tinja//tahi yang cair. ;3293;249;cerewet;1;3630;171;cerewet;DAILY CHECK
2229; Kata yang digunakan untuk menyebut keadaan sulit membuang air besar. ;3315;249;sungkar buang lawe belin;1;3529;214;sungkan buang air  besar;DAILY CHECK
2233; Apa yang orang gunakan untuk membersihkan diri setelah buang air besar. ;3402;171;kotas, tisu;1;3546;214;kertas,  tisu;DAILY CHECK
2236; Di mana tempat orang biasanya membuang air besar. ;3294;249;kamakh khidi;1;3540;214;kamar mandi;DAILY CHECK
2238; Di mana tempat orang biasanya membuang air besar. ;3312;249;kukhus;1;3526;214;kurus;DAILY CHECK
2239; Kata yang digunakan untuk menyebut bau tinja//tahi. ;3343;214;mbau macik;1;3478;169;bau busuk;DAILY CHECK
2241; Kata yang digunakan untuk menyatakan kentut. ;3319;249;mentut;1;3542;214;kentut;DAILY CHECK
2242; Kata yang digunakan untuk menyatakan kentut. ;3348;214;mentut;1;3635;171;buang angin/kentut;DAILY CHECK
2243;Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan salah satu pancaindra. ;3361;214;mekhase;1;3626;171;merasa;DAILY CHECK
2244;Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan salah satu pancaindra. ;3317;249;cekhabe;1;3537;214;mencari;DAILY CHECK
2245;Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan salah satu pancaindra. ;3370;214;ngato;1;3640;171;melihat;DAILY CHECK
2246;Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan salah satu pancaindra. ;3388;171;mempekhatiken ;1;3541;214;memperhatikan;DAILY CHECK
2247;Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan salah satu pancaindra. ;3359;214;menbedeken;1;3481;169;membedakan;DAILY CHECK
2248; Kata yang digunakan untuk menyebut kemampuan untuk merasa sesuatu. ;3358;214;pekhase;1;3645;171;perasa;DAILY CHECK
2251; Kata yang digunakan untuk menyebut sesuatu yang dapat dirasakan. ;3409;171;pekhasaen ;1;3538;214;perasaan;DAILY CHECK
2252; Kata yang digunakan untuk menyebut sesuatu yang dapat dirasakan. ;3368;214;pengidah;1;3469;209;penglihat;DAILY CHECK
2253; Kata yang menjelaskan sifat sesuatu yang dapat diketahui melalui pancaindra. ;3367;214;nemu ni gelem;1;3632;171;bisa dipegang ;DAILY CHECK
2255; Kata yang menjelaskan sifat sesuatu yang dapat diketahui melalui pancaindra. ;3393;171;mu nikhase;1;3523;214;bisa di rasa;DAILY CHECK
2256; Kata yang menjelaskan sifat sesuatu yang dapat diketahui melalui pancaindra. ;3355;214;nemu ni bedeken;1;3620;171;bisa dibedakan ;DAILY CHECK
2257; Kata yang menjelaskan sifat sesuatu yang tidak dapat diketahui melalui pancaindra. ;3356;214;malot nemu ni idah;1;3634;171;tidak bisa dilihat;DAILY CHECK
2258; Kata yang menjelaskan sifat sesuatu yang tidak dapat diketahui melalui pancaindra. ;3410;171;malet mu nikhase;1;3470;209;tidak bisa di rasa;DAILY CHECK
2261; Kata yang menjelaskan sifat seseorang yang dapat merasakan hal-hal yang tidak dapat diketahui melalui pancaindra, yang tidak dapat dilakukan oleh orang pada umumnya. ;3397;216;sanggup mekhase;1;3534;214;sangup merasa;DAILY CHECK
2262; Kata yang menjelaskan sifat seseorang yang dapat merasakan hal-hal yang tidak dapat diketahui melalui pancaindra, yang tidak dapat dilakukan oleh orang pada umumnya. ;3389;171;let bhane indra si tajem;1;3548;214;mempunyai indra yang tajam;DAILY CHECK
2263;Kata yang digunakan untuk menyebut melihat sesuatu. ;3369;214;ngato;1;3642;171;melihat;DAILY CHECK
2264;Kata yang digunakan untuk menyebut melihat sesuatu. ;3398;171;nelengi;1;3479;169;melirik;DAILY CHECK
2267;Kata yang digunakan untuk menyebut melihat sesuatu. ;3406;171;mempekhhatiken;1;3532;214;memperhatikan;DAILY CHECK
2270; Kata yang digunakan untuk menyebut melihat sesuatu sebentar saja. ;3413;171;idhah sekelimbas ;1;3559;214;melihat sebentar;DAILY CHECK
2277; Kata yang digunakan untuk menyebut kemampuan untuk melihat. ;3403;171;pengidhahen ;1;3550;214;pengelihatan;DAILY CHECK
2281; Kata yang digunakan untuk menyebut seseorang yang melihat sesuatu. ;3465;171;saksi;1;3477;169;saksi;DAILY CHECK
2290; Kata yang menjelaskan seberapa jelas seseorang dapat melihat. ;3467;171;pitung ;1;3539;214;pintu;DAILY CHECK
2295; Kata yang menjelaskan seberapa jelas seseorang dapat melihat. ;3464;171;mate khabun ;1;3471;209;mata rabun;DAILY CHECK
2341;Kata yang digunakan untuk menyebut memperhatikan sesuatu. ;3484;209;nonton;1;3536;214;nonton;DAILY CHECK
2342; Kata yang digunakan untuk menyebut memperhatikan sesuatu secara terus-menerus. ;3490;209;malet meluahken pandangen  kalak akhi;1;3558;214;tidak melepaskan pandangan dari orang;DAILY CHECK
2352; Kata yang digunakan untuk menyebut seseorang yang memperhatikan sesuatu. ;3474;209;ahli;1;3554;214;ahli;DAILY CHECK
2352; Kata yang digunakan untuk menyebut seseorang yang memperhatikan sesuatu. ;3474;209;ahli;1;3691;169;ahli;DAILY CHECK
2353; Kata yang digunakan untuk menyebut seseorang yang memperhatikan sesuatu. ;3486;209;pemege;1;3553;214;pendengar;DAILY CHECK
2356; Kata yang digunakan untuk menyebut selalu memperhatikan situasi untuk mengetahui apakah akan terjadi sesuatu yang buruk. ;3485;209;hati-hati;1;3551;214;hati-hati;DAILY CHECK
2356; Kata yang digunakan untuk menyebut selalu memperhatikan situasi untuk mengetahui apakah akan terjadi sesuatu yang buruk. ;3485;209;hati-hati;1;3644;171;hati-hati;DAILY CHECK
2358; Kata yang digunakan untuk menyebut selalu memperhatikan situasi untuk mengetahui apakah akan terjadi sesuatu yang buruk. ;3489;209;jage-jage;1;3531;214;jaga jaga;DAILY CHECK
2361;Kata yang digunakan untuk menyebut meneliti sesuatu. ;3488;209;memekhikse;1;3524;214;memeriksa;DAILY CHECK
2461; Kata yang menjelaskan sifat sesuatu yang dapat memantulkan cahaya. ;3494;171;bombal;1;3692;214;megembal;DAILY CHECK
2463;Kata yang digunakan untuk menyebut tampak//wujud sesuatu. ;3492;171;khupe;1;3696;214;rupa;DAILY CHECK
2464;Kata yang digunakan untuk menyebut tampak//wujud sesuatu. ;3509;171;tekhidhah;1;3718;214;terlihat;DAILY CHECK
2465;Kata yang digunakan untuk menyebut tampak//wujud sesuatu. ;3512;171;khupe;1;3695;214;rupa;DAILY CHECK
2468; Kata yang digunakan untuk menyebut tampak//wujud seseorang. ;3517;171;kesan;1;3699;214;kesan;DAILY CHECK
2469; Kata yang digunakan untuk menyebut tampak//wujud seseorang. ;3493;171;Awe;1;3685;169;muka;DAILY CHECK
2472; Kata yang menunjukkan bahwa sesuatu mirip dengan benda lainnya. ;3491;171;mikhip;1;3715;214;mirip;DAILY CHECK
2474; Kata yang menunjukkan bahwa sesuatu mirip dengan benda lainnya. ;3497;171;tekhidhah bage;1;3693;214;telihat seperti;DAILY CHECK
2475; Kata yang menunjukkan bahwa sesuatu mirip dengan benda lainnya. ;3504;171;mikhip;1;3702;214;mirip;DAILY CHECK
2476; Kata yang menunjukkan bahwa sesuatu terlihat seperti suatu keadaan tertentu. ;3495;171;tekhidhah ;1;3704;214;terlihay;DAILY CHECK
2476; Kata yang menunjukkan bahwa sesuatu terlihat seperti suatu keadaan tertentu. ;3495;171;tekhidhah ;1;3705;214;terlihat;DAILY CHECK
2477; Kata yang menunjukkan bahwa sesuatu terlihat seperti suatu keadaan tertentu. ;3507;171;tekhidhah ( metue/mudhe);1;3719;214;terlihat (tua/muda);DAILY CHECK
2479; Kata yang menunjukkan bahwa sepotong pakaian tampak bagus jika dikenakan oleh seseorang. ;3563;214;cocok;1;4367;171;cocok;DAILY CHECK
2480; Kata yang menunjukkan bahwa sepotong pakaian tampak bagus jika dikenakan oleh seseorang. ;3515;171;sesue;1;3700;214;sesuai;DAILY CHECK
2481; Kata yang menunjukkan bahwa sepotong pakaian tampak bagus jika dikenakan oleh seseorang. ;3508;171;pas, cocok;1;3713;214;cocok;DAILY CHECK
2482; Kata yang menunjukkan bahwa sepotong pakaian tampak bagus jika dikenakan oleh seseorang. ;3519;171;tekhidhah mende;1;3708;214;terlihat cantik;DAILY CHECK
2489;Kata yang menjelaskan ciri seorang wanita yang cantik. ;3562;214;mejile;1;3756;169;cantik;DAILY CHECK
2491;Kata yang menjelaskan ciri seorang wanita yang cantik. ;3566;214;jelite;1;5968;171;jelita;DAILY CHECK
2493;Kata yang menjelaskan ciri seorang wanita yang cantik. ;3560;214;menakhik;1;3758;169;menarik;DAILY CHECK
2494; Kata yang menjelaskan ciri seorang pria yang tampan. ;3569;214;ganteng;1;4421;169;ganteng;DAILY CHECK
2495; Kata yang menjelaskan ciri seorang pria yang tampan. ;3580;214;gantengme;1;3751;169;ganteng;DAILY CHECK
2498; Kata yang menjelaskan ciri seorang pria yang tampan. ;3578;214;megegokh;1;5950;171;bertenaga;DAILY CHECK
2501; Kata yang menjelaskan ciri seorang anak yang cantik. ;3572;214;imutne;1;3759;169;imut;DAILY CHECK
2503; Kata yang menjelaskan ciri sesuatu yang cantik. ;3570;214;menakhik;1;5935;171;menarik;DAILY CHECK
2505; Kata yang menjelaskan ciri sesuatu yang cantik. ;3577;214;anggun ninr;1;4638;169;mengayun anak;DAILY CHECK
2521; Kata yang digunakan untuk menyebut mempercantik sesuatu. ;3590;171;medandan;1;3753;169;berias;DAILY CHECK
2522; Kata yang menjelaskan ciri sesuatu atau seseorang yang tidak cantik ataupun jelek. ;3591;171;bhiase;1;3717;214;biasa;DAILY CHECK
2524; Kata yang menjelaskan ciri sesuatu atau seseorang yang tidak cantik ataupun jelek. ;3604;171;bhiase-bhiase pelin ;1;3694;214;biasa-biasa saja;DAILY CHECK
2525;Kata yang menjelaskan ciri seseorang yang tidak terlihat bagus. ;3605;171;tekhidhah macik;1;3697;214;terlihat jelek;DAILY CHECK
2529;Kata yang menjelaskan ciri seseorang yang tidak terlihat bagus. ;3617;171;malot mende;1;3698;214;tidak bagus;DAILY CHECK
2532; Kata yang menjelaskan ciri seseorang yang sangat jelek. ;3593;171;ngekhi ;1;3701;214;ngeri;DAILY CHECK
2533; Kata yang menjelaskan ciri seseorang yang sangat jelek. ;3601;171;menjijikken;1;3706;214;menjijikan;DAILY CHECK
2535; Kata yang menjelaskan ciri sesuatu yang jelek. ;3655;214;monol;1;4420;169;jelek;DAILY CHECK
2536; Kata yang menjelaskan ciri sesuatu yang jelek. ;3599;171;sekhem ;1;3711;214;seram;DAILY CHECK
2537; Kata yang menjelaskan ciri sesuatu yang jelek. ;3608;171;ngekhi kalihen ;1;3707;214;ngeri sekali;DAILY CHECK
2538; Kata yang menjelaskan ciri sesuatu yang jelek. ;3602;171;malet get ate;1;3710;214;tidak senang hati;DAILY CHECK
2540; Kata yang digunakan untuk menyebut sesuatu yang jelek. ;3613;171;sebhuah keanehen ;1;3720;214;sebuah keanehan;DAILY CHECK
2541; Kata yang menunjukkan bahwa sesuatu dilakukan dengan cara yang jelek. ;3606;171;secakhe kejam/kasakh;1;3714;214;secara kejam / kasar;DAILY CHECK
2543; Kata yang menunjukkan bahwa sesuatu dilakukan dengan cara yang jelek. ;3612;171;malet pakhas;1;3703;214;tidak cocok;DAILY CHECK
2547; Kata yang digunakan untuk menyebut memperjelek sesuatu. ;3661;214;mekhusak;1;3684;169;merusak;DAILY CHECK
2549; Kata yang menjelaskan ciri wajah seseorang yang jelek. ;3675;214;monol;1;4634;169;jelek sekali;DAILY CHECK
2555;Kata yang digunakan untuk menyebut benda yang orang gunakan untuk membantu mereka melihat dengan lebih baik. ;3656;214;tekhopong;1;5966;171;teropong;DAILY CHECK
2556; Kata yang digunakan untuk menyebut kacamata. ;3680;214;kacemate;1;3754;169;kacamata;DAILY CHECK
2557; Kata yang digunakan untuk menyebut kacamata. ;3669;214;lense kontak;1;5679;186;kontak lensa;DAILY CHECK
2569; Apa yang dilakukan oleh benda-benda yang orang gunakan untuk melihat. ;3681;214;memantulken;1;5984;171;memantulkan;DAILY CHECK
2584; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan pendengaran. ;3729;214;pemegeen;1;4399;171;pendengaran ;DAILY CHECK
2585; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan pendengaran. ;3738;214;aurane;1;4444;169;auranya;DAILY CHECK
2590;Kata yang digunakan untuk menyebut mendengarkan sesuatu. ;3723;214;mempehatiken;1;4394;171;memperhatikan ;DAILY CHECK
2596; Kata yang digunakan untuk menyebut seseorang yang mendengarkan. ;3750;214;pemege;1;4374;169;pendengaran;DAILY CHECK
2602; Kata yang menunjukkan bahwa sesuatu terdengar seperti bunyi lain atau terdengar seperti bunyi tertentu. ;3733;214;tebege bage;1;4396;171;terdengar seperti;DAILY CHECK
2609; Kata yang digunakan untuk menyebut proses di mana seseorang atau sesuatu membuat suatu bunyi. ;3748;214;megeken;1;4358;171;mendengarkan ;DAILY CHECK
2641; Kata yang digunakan untuk menyebut bunyi yang terjadi tiba-tiba. ;3760;214;mbetuk;1;4424;169;meledak;DAILY CHECK
2646; Kata yang digunakan untuk menyebut nada suatu bunyi. ;3770;214;tangge nade;1;5967;171;tangga nada;DAILY CHECK
2651; Kata yang digunakan untuk menyebut bunyi yang bernada tinggi. ;3787;214;menjekhit;1;4362;171;menjerit;DAILY CHECK
2656; Kata yang digunakan untuk menyebut bunyi yang dihasilkan oleh sesuatu yang dibanting atau tertubruk barang lain. ;3767;214;medetum;1;5906;171;berdentum;DAILY CHECK
2659; Kata yang digunakan untuk menyebut bunyi ketika sesuatu pecah atau patah. ;3764;214;gampakh;1;4397;171;tergeletak;DAILY CHECK
2661; Kata yang digunakan untuk menyebut bunyi ketika sesuatu pecah atau patah. ;3789;214;medekhak;1;4428;169;berderak;DAILY CHECK
2663; Kata yang digunakan untuk menyebut bunyi ketika dua benda saling menggesek satu sama lain. ;3772;214;dekhik;1;4439;169;derik;DAILY CHECK
2670; Kata yang digunakan untuk menyebut bunyi ketika logam atau kaca menabrak sesuatu. ;3783;214;dekhing;1;4366;171;berdering;DAILY CHECK
2678; Kata yang digunakan untuk menyebut bunyi angin atau udara. ;3788;214;bergemukhukh;1;3884;169;bergemuruh;DAILY CHECK
2701; Apa bunyi yang dibuat oleh bayi. ;3825;214;dempik;1;4356;171;teriak;DAILY CHECK
2702; Apa bunyi yang dibuat oleh bayi. ;3834;214;pepekhak;1;5757;169;nangis;DAILY CHECK
2712; Kata yang digunakan untuk menyebut bunyi mesin. ;3792;171;medengung;1;4070;214;medengung;DAILY CHECK
2717; Kata yang digunakan untuk menyebut bunyi bel. ;3798;171;medekhing;1;4076;214;berdering;DAILY CHECK
2719;Kata yang menjelaskan sifat bunyi yang keras. ;3844;214;kekhas;1;5986;171;deras;DAILY CHECK
2728; Kata yang menjelaskan sifat bunyi yang terlalu keras sehingga orang tidak dapat mendengar apa-apa. ;3808;171;tungkik ni bhahan-bhahan ;1;4066;214;tuli di buat buat;DAILY CHECK
2730; Kata yang menjelaskan sifat bunyi yang keras dan tinggi. ;3811;171;ngakhuk cuping;1;4065;214;mengaruk kuping;DAILY CHECK
2735; Kata yang digunakan untuk menyebut bunyi yang keras. ;3835;214;khibut;1;5926;171;ribut;DAILY CHECK
2738; Kata yang digunakan untuk menyebut banyak bunyi pada saat bersamaan. ;3828;214;kekhsukhen;1;4635;169;kesurupan;DAILY CHECK
2764; Kata yang digunakan untuk menyebut membuat bunyi yang tenang. ;3867;171;mekusik;1;4072;214;berbisik;DAILY CHECK
2771; Kata yang digunakan untuk menyebut membuat sesuatu atau seseorang menjadi lebih tenang. ;3855;171;nadhiken, sipken ;1;4073;214;mendiamkan diamkan;DAILY CHECK
2773; Apa yang orang katakan ketika dia ingin seseorang menjadi tenang. ;3857;171;tolong siip;1;4075;214;tolong diam;DAILY CHECK
2774; Apa yang orang katakan ketika dia ingin seseorang menjadi tenang. ;3856;171;tolong cutken sakhene;1;4067;214;tolong kecilkan suara;DAILY CHECK
2779; Kata yang digunakan untuk menyebut keadaan tidak ada suara apa pun. ;3858;171;jakhum ndhabhuh pe tebhege;1;4074;214;jarum jatuh saja terdengar;DAILY CHECK
2780; Kata yang menunjukkan bahwa kita melakukan sesuatu tanpa menimbulkan bunyi apa pun. ;3863;171;malot mesakhe;1;4079;214;tidak bersuara;DAILY CHECK
2782; Kata yang menunjukkan bahwa kita melakukan sesuatu tanpa menimbulkan bunyi apa pun. ;3865;171;malot mesakhe;1;4063;214;tidak bersuara;DAILY CHECK
2786; Kata yang digunakan untuk menyebut mencoba merasa sesuatu dengan sengaja. ;3872;171;mekhase;1;3889;169;merasa;DAILY CHECK
2822; Kata yang menjelaskan sifat sesuatu yang manis. ;3894;214;manis;1;5914;171;manis;DAILY CHECK
2823; Kata yang menjelaskan sifat sesuatu yang manis. ;3912;214;megule;1;4430;169;bergula;DAILY CHECK
2824; Kata yang menjelaskan sifat sesuatu yang manis. ;3895;214;manis kane;1;5930;171;manis juga;DAILY CHECK
2825; Kata yang menjelaskan sifat sesuatu yang tidak manis. ;3918;214;malot mis;1;4353;171;tidak manis;DAILY CHECK
2826; Kata yang menjelaskan sifat sesuatu yang tidak manis. ;3906;214;Tawakh;1;4413;169;menawar;DAILY CHECK
2829; Kata yang menjelaskan sifat sesuatu yang pahit. ;3927;214;pagit;1;5897;171;pahit;DAILY CHECK
2831; Kata yang menjelaskan sifat sesuatu yang asin. ;3891;214;masin;1;5899;171;asin;DAILY CHECK
2836; Kata yang digunakan untuk menyebut mencoba membaui sesuatu dengan sengaja. ;3898;214;mengkhikhup;1;4418;169;menhg;DAILY CHECK
2843; Kata yang digunakan untuk menyebut bau sesuatu. ;3913;214;mekhium;1;5934;171;wangi;DAILY CHECK
2846; Kata yang digunakan untuk menyebut bau sesuatu. ;3919;214;mbau mekhium;1;4441;169;harum;DAILY CHECK
2850; Kata yang menunjukkan bahwa bau sesuatu mirip dengan sesuatu lainnya atau berbau seperti bau tertentu. ;3978;214;mbaune (mekhium//macik) ;1;4395;171;baunya ;DAILY CHECK
2851; Kata yang digunakan untuk menyebut berbau harum. ;3923;214;mbau mekhium;1;4419;169;harum;DAILY CHECK
2855; Kata yang menjelaskan sifat sesuatu yang baunya harum. ;3984;214;mekhium;1;4360;171;wangi;DAILY CHECK
2857; Kata yang menjelaskan sifat sesuatu yang baunya harum. ;3939;214;segar;1;4410;169;segar;DAILY CHECK
2859; Kata yang menjelaskan sifat sesuatu yang baunya busuk. ;3940;214;mbau malot taboh;1;5922;171;bau tidak enak;DAILY CHECK
2862; Kata yang menjelaskan sifat sesuatu yang baunya busuk. ;3933;214;apak;1;4432;169;Bapak;DAILY CHECK
2866; Kata yang digunakan untuk menyebut bau harum. ;4002;214;mekhium;1;5921;171;harum;DAILY CHECK
2867; Kata yang digunakan untuk menyebut bau harum. ;3949;214;taboh;1;5918;171;enak;DAILY CHECK
2868; Kata yang digunakan untuk menyebut bau busuk. ;3952;214;mbau;1;4416;169;bau;DAILY CHECK
2871; Kata yang digunakan untuk menyebut bau busuk. ;3957;214;mbu babah;1;4377;169;mulut;DAILY CHECK
2878; Kata yang menjelaskan sifat sesuatu yang mudah tercium. ;4003;214;bau kalikhem;1;4401;171;sangat bau;DAILY CHECK
2883; Kata yang digunakan untuk menyebut proses sesuatu mulai membau. ;4160;214;mulai mbau;1;4408;171;mulai bau;DAILY CHECK
2890; Kata yang digunakan untuk menyebut membuang bau busuk. ;4258;214;menutup khut khahu;1;5772;169;menutup dengan nira;DAILY CHECK
2897; Kata yang digunakan untuk menyebut mencoba merasa sesuatu dengan sengaja. ;4295;214;mekhase;1;4433;169;merasa;DAILY CHECK
2900; Kata yang digunakan untuk menyebut merasa sesuatu dengan menggunakan seluruh tubuh kita. ;4162;214;mekhase;1;5979;171;merasa;DAILY CHECK
2902; Kata yang digunakan untuk menyebut kemampuan untuk merasa. ;4166;214;pekhasaen;1;4427;169;perasaan;DAILY CHECK
